Stock Price,Analytic,BT,MC,FD
58,1.820563024347317,1.7866205115765241,1.7870133470433838,1.7653388819918001
59,1.6360562708519844,1.5374233554540107,1.662856952134421,1.5951614857607948
60,1.468523514851558,1.4305178274323478,1.5096257594004527,1.4249840895297894
61,1.3166674910478147,1.323612299410685,1.3294905728527726,1.2861820681675358
62,1.1792493210031356,1.2167067713890218,1.1958161758279626,1.1473800468052822
63,1.055092697207055,1.1098012433673585,1.0761788516419115,1.0347525363266088
64,0.9430865870263432,1.0028957153456957,0.927901601727259,0.9221250258479354
65,0.8421866558757864,0.8959901873240329,0.7785071127329943,0.8311194201364385
66,0.7514156007551565,0.78908465930237,0.7542051827162021,0.7401138144249415
67,0.6698625735347639,0.6821791312807071,0.7077631270784587,0.6668245237992001
68,0.5966818592347165,0.5752736032590443,0.6019452082063347,0.5935352331734588
69,0.5310909590165052,0.46836807523738105,0.5205040801924402,0.5346656355120486
70,0.4723682114855423,0.4148834755525971,0.496170246632904,0.47579603785063834
71,0.4198500698079082,0.38575511029111187,0.4339875850508129,0.4285997100331398
72,0.37292813653964707,0.35662674502962693,0.3787792242156203,0.3814033822156413
73,0.3310460432885107,0.327498379768142,0.3594997169614422,0.3436163265547474
74,0.2936962486015968,0.29837001450665673,0.31397141822772034,0.3058292708938534
75,0.2604168149356467,0.2692416492451717,0.27138438807655935,0.27560100204177385
76,0.23078821428594676,0.24011328398368692,0.23524112154039356,0.2453727331896943
77,0.20443020203715645,0.2109849187222017,0.1903710236850126,0.2212010506557509
78,0.1809987898254899,0.18185655346071677,0.1914970215577416,0.19702936812180752
79,0.16018334060832995,0.15272818819923178,0.16958475581265076,0.17770142092000796
80,0.14170380264617388,0.12359982293774659,0.13695070248827998,0.15837347371820842
81,0.12530809362224238,0.09447145767626165,0.12506560515004028,0.1429142113640477
82,0.11076964156027613,0.07482985785241376,0.1113668277961281,0.127454949009887
83,0.09788508545262586,0.06996938245445025,0.10322343816383762,0.11508309110119602
84,0.08647213548216104,0.0651089070564867,0.08924103360521425,0.10271123319250507
85,0.0763675903201626,0.06024843165852316,0.08809465643693884,0.09280232746948923
86,0.06742550712191331,0.055387956260559604,0.06910533693608505,0.08289342174647339
87,0.05951551844240199,0.05052748086259609,0.06450415179694524,0.07494927191335361
88,0.05252128928421751,0.04566700546463248,0.060512048342223276,0.06700512208023383
89,0.046339106803694574,0.040806530066668935,0.048641225480932096,0.060628755274910226
90,0.040876594782493,0.03594605466870541,0.04658745051909529,0.054252388469586625
91,0.036051544769915844,0.031085579270741875,0.033040893088381554,0.04912772855372593
92,0.03179085577313023,0.026225103872778346,0.03615730424645234,0.04400306863786523
93,0.02802957448067639,0.021364628474814813,0.034200121977119205,0.03987853782416918
94,0.02471002821777063,0.01650415307685128,0.024425051107148113,0.035754007010473134
95,0.021781043123155597,0.011643677678887738,0.025286688453865655,0.03242936363620791
96,0.01919724038458001,0.006783202280924199,0.013126669039373212,0.02910472026194268
97,0.01691840375504275,0.006022763081059971,0.020017057050803533,0.02642053543845018
98,0.01490891197988814,0.005649412523900428,0.013967296397382156,0.023736350614957685
99,0.013137230183702941,0.0052760619667408925,0.014614585300173866,0.021565619768108342
